"prot"	"species"	"np_A"	"np_C"	"np_D"	"pd_A"	"pd_B"	"pd_C"	"pd_D"	"tp_pd_A"	"tp_pd_B"	"tp_pd_C"	"tp_pd_D"
"RHOA_HUMAN"	"Human"	-0.472054044256088	0.793160432639504	0.199961864482427	0.192900980655436	-0.334970555270885	0.131179957608769	0.0824874234041037	0.00102566222591899	-0.108770050028477	-0.119071398393711	0.0273586843348292
"SPAG5_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	-0.787425398409413	NA	NA	1.77237709546983
"SYTC_HUMAN"	"Human"	0.592391304462848	1.18760411711062	1.59999110137585	0.472337397638073	0.101039518801044	0.50923856057622	0.336167003525927	-0.744724997348123	-1.50442000717207	-1.20615708887993	-0.540764941093792
"ERF1_HUMAN"	"Human"	0.745920701782101	0.574454054100609	0.683729086379651	-0.198515543483828	0.0279499806409991	-0.573303726351232	-0.251939399127346	-0.128592775942733	0.0768680023974312	-0.513327356068858	-0.108790580317812
"SAE1_HUMAN"	"Human"	-0.855677005832662	-0.702150556482147	NA	-0.794099556233936	-0.269793618608661	-0.851026979452338	-0.00659051542621958	-0.00278851708719208	1.06935500996011	-0.132855090754893	0.815753974272125
"RECQ1_HUMAN"	"Human"	NA	NA	NA	-0.476255520793252	NA	-0.109354628699803	-1.82715420504233	NA	NA	NA	NA
"RT07_HUMAN"	"Human"	-0.243393844454437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"CYB_HUMAN"	"Human"	0.584751837642446	NA	NA	NA	NA	-0.220563845719478	-0.359320404639298	0.344940978124401	-0.130125745537099	-0.605640896682534	0.490847664507001
"ETFB_HUMAN"	"Human"	-0.465043353760546	-0.50973023682583	-0.860567280815291	0.45624928591257	0.239905800365977	0.341369440056985	0.120016525827574	-0.106532812285172	0.00189631065920784	0.151997540472747	0.137887649288346
"WDR70_HUMAN"	"Human"	NA	NA	NA	NA	NA	-0.863942018774	NA	-1.67577548463241	-0.148444259324232	NA	-0.626214449609963
"THOC2_HUMAN"	"Human"	NA	NA	NA	-0.0691891625174457	0.191246915003166	0.668882458208196	-0.00662375425926726	-0.113552055612783	-0.357529051795619	-0.449337114840223	-0.395540849595475
"EZRI_HUMAN"	"Human"	-0.203329861696384	-0.588064355221237	-0.691047089851227	-0.397560770544215	-0.748299891329272	-0.512652143942808	-0.20052957774402	-0.179125468472994	1.65929388939596	0.0558640977266304	-0.643049448544032
"SBP1_HUMAN"	"Human"	3.1127076674501	NA	NA	NA	NA	NA	NA	-1.18087483132044	-0.593974057663742	-0.451044120786811	NA
"PSA3_HUMAN"	"Human"	1.34334452635721	1.46630114107377	0.855601810989017	-0.255192824427331	-0.600840730503877	-0.151936501257377	0.26868944790369	-0.450099045553995	-0.628293443986454	-0.255139720185113	-0.0737356244185768
"EF2_HUMAN"	"Human"	-0.135679023258783	0.0291950545212015	-0.0605001330799542	0.133212493938925	-0.19084787574223	-0.0828465965085698	0.195484009096993	-0.20336182959417	-0.134221478039165	-0.156159479151612	-0.132613363283026
"SYRC_HUMAN"	"Human"	0.656415890298029	0.302046340753615	0.341161417324717	-0.343783439888294	-0.179311314793223	-0.516341721110052	-0.0461485528580641	-0.0574787298405013	0.174291786986769	-0.140832976555223	-0.0189537387084342
"LA_HUMAN"	"Human"	-0.306909473168995	-0.899938659080557	-0.332060909984483	-0.515235255372276	-0.060384398779911	0.10573599723656	-0.187383922368053	-0.395020373371394	-0.0562330963653412	-0.14058460286887	0.136782524150738
"RPAB3_HUMAN"	"Human"	NA	NA	NA	NA	NA	0.444460183838542	0.775244368766432	NA	NA	NA	NA
"IQGA1_HUMAN"	"Human"	0.202699080167124	0.581573930446644	NA	0.643934493334588	0.885377495740894	-0.0304791623257051	0.886896204218197	-0.14535317008587	0.133499274346223	0.33713979436154	-0.126985224435346
"IPO11_HUMAN"	"Human"	-2.29292179568925	-1.88921734212206	NA	0.895405629814585	-0.104559430960426	0.0779640370325105	-0.529057226735858	-2.47943359905005	-1.41524050845024	1.04498573693686	0.0135376315663276
"ODP2_HUMAN"	"Human"	-0.652059209721431	-0.23585550262194	0.623191521090297	0.110830512014583	-0.112150665089072	0.527951452543723	-0.182538607618007	-0.123873749035505	0.120683478741977	-0.378824798940975	-0.426909010728479
"ECHB_HUMAN"	"Human"	0.464557845616926	0.749045813860621	0.195162152542382	-0.332318034346752	-0.490180276304904	-0.123648740468608	-0.152217398295459	0.425390531911591	0.101462489845464	0.233244939026245	-0.564628150410769
"UBP7_HUMAN"	"Human"	-2.94020677794886	NA	NA	0.880893773798092	-1.0232925293313	-0.197663327690082	-0.488420034031484	-1.34672839258135	0.155045578591504	0.617781602800337	NA
"UBP39_HUMAN"	"Human"	0.190646220510304	NA	0.422333892164189	-0.596163353321778	-0.543222739032433	-0.323372913492916	-0.624459927478794	NA	-0.23445094338854	NA	NA
"DNMT1_HUMAN"	"Human"	-0.983904877759971	NA	NA	-0.426555438065761	0.602246182925138	0.403307974308026	0.11417129809863	0.111123606484829	-0.127405334709147	-0.388598275456461	0.204697264885775
"PHS_HUMAN"	"Human"	NA	NA	NA	-0.261433863021581	-0.345326545488464	-0.622058776176808	-0.377338105613657	-0.0728540522845296	0.976672381161064	-0.260581581846821	0.60770087088688
"RS27_HUMAN"	"Human"	-0.0202400898321645	0.13054683311496	0.20281388917111	NA	NA	NA	NA	NA	NA	NA	NA
"IMA1_HUMAN"	"Human"	-0.540699027309665	-1.10247593101885	-0.864883359066365	0.446470005514351	1.41486547400468	0.987530054752387	0.939392523471271	0.0561273466931122	-1.16837931715187	-0.0428947443146565	-0.0974861221124288
"VDAC1_HUMAN"	"Human"	1.06006847672851	1.2760392931404	1.09521186741402	NA	NA	-1.0533211014465	NA	NA	NA	NA	NA
"VATB_YEAST"	"Yeast"	-0.479130408024815	0.852176666366477	1.2591149748948	-0.252012535454573	-0.183679593965707	0.31464347864908	0.138075890492929	-0.244364384450441	-0.405552203410777	0.419443341467437	0.59995408586777
"GTF2I_HUMAN"	"Human"	0.763122566144162	0.602656669655869	-1.38294632199815	0.0782297022046628	0.542751868365821	0.529655364735999	-0.000740648656080506	0.0108448204923202	-0.0797348242562402	-0.0683566258611507	-0.133455377289353
"IPO4_HUMAN"	"Human"	0.422272078603055	0.475711288486761	0.796707410130912	-0.0934666146477566	-0.187004257029645	-0.153513291363754	-0.0812392389242891	-0.030237953921771	0.000246642418043522	0.431045770817671	-0.738098872786683
"NDUA8_HUMAN"	"Human"	NA	0.345435058965991	-0.372382260263424	NA	NA	NA	NA	NA	NA	NA	NA
"RFA1_HUMAN"	"Human"	-0.564467437850607	-0.540594515652812	-0.611493382928014	-0.626634875684986	-0.1857703006041	0.377084906540741	0.109062342652405	0.0317975132735762	-0.111904519205965	-0.119174244371744	-0.577410064337042
"SPC24_HUMAN"	"Human"	NA	NA	NA	-0.272373580766635	-1.0303090357619	0.91546642607793	0.255091909529461	1.20056354441984	-0.31917979877916	-0.100510656157561	NA
"SUMO3_HUMAN"	"Human"	-0.72789982908638	0.188871480671313	0.448887578338163	NA	NA	NA	NA	NA	NA	NA	NA
"PNPT1_HUMAN"	"Human"	0.104605230222589	-0.0387827874897917	NA	1.43565691561174	0.67361913287462	-0.376577455909021	1.0281460550003	0.12968862272714	0.537083117055108	0.314597439288556	0.252748954824244
"METK2_HUMAN"	"Human"	-0.654019630131917	-0.957267688865604	-0.950490017540041	0.14762019003521	-0.0160134982442797	0.0482897975191786	0.102825198058494	0.277650977618856	-0.88135028400275	0.0528453545075943	0.173880920607283
"AN32E_HUMAN"	"Human"	NA	NA	NA	0.749003092905241	0.511708724308828	0.461182079498302	1.6565752188843	0.608025764283865	0.433703215214192	0.542408666697647	0.155921693914244
"OXA1L_HUMAN"	"Human"	NA	NA	NA	1.5843453936127	NA	NA	1.3951797925066	NA	NA	NA	NA
"POMP_HUMAN"	"Human"	-2.59179705197067	NA	NA	NA	NA	0.357208785757796	0.308600520879524	NA	NA	NA	NA
"HNRL2_HUMAN"	"Human"	-0.362498838354014	0.384607096632977	0.0247677593714802	0.0542765713244364	0.267203307006181	-0.0526341205349914	-0.36044555318881	-0.0442930789108707	0.44930150007766	0.41842733159008	-0.000903072735354643
"EMAL4_HUMAN"	"Human"	NA	NA	NA	0.72306442640242	NA	-0.205144192768501	0.0273913556924585	0.0692476155833998	NA	-1.51589488780943	-0.678335632761466
"RL15A_YEAST"	"Yeast"	NA	-1.56093375675032	-0.392786082431934	-0.209539307969924	0.0395126341710872	0.270472085635123	0.605216974638368	0.0850639093492456	0.159030794369	-0.0437221825561273	0.584769789980897
"DYN2_HUMAN"	"Human"	0.303335411919112	0.158879095390928	0.674611528992288	0.0405002507573803	-0.0110494281182078	0.493077076478842	0.211315629125992	0.961810465551253	0.0688315352802529	0.566703866481592	0.53694081498729
"OAT_HUMAN"	"Human"	0.221865769692688	0.0169050600523581	-0.0585084613703375	0.248560108902516	-0.336358134923324	-0.135206463908391	0.0645969233658434	-0.202005152879445	0.109575372174713	0.140823411027708	-0.0665239025683549
"TYSY_HUMAN"	"Human"	0.299017248119115	0.605054606429323	0.556551742858214	-0.378415565322166	0.174227501960641	0.0203561681399367	-0.0121557721475742	-1.04422665769953	0.223595777642908	-0.312074520540584	-0.203088980496223
"H2A1_YEAST;H2A2_YEAST"	"Yeast"	NA	NA	NA	1.94057925516974	NA	-1.90315945588462	-0.0369657586752197	0.0992679694456318	0.41986807767448	-0.187437725478527	0.0395413196951884
"SRPK1_HUMAN"	"Human"	-1.05532394174204	-0.992508916381293	-0.800990957588714	-0.830940765834482	0.445539477749724	0.0533921576932379	-0.494413932710962	-0.510632906352149	NA	NA	0.148990469968491
"SSBP_HUMAN"	"Human"	-0.0451167785139642	0.172496865733846	-0.385253437018677	0.0851134579143856	0.0970318291693897	0.114608441115764	-0.113694585891914	-0.610509309188833	-0.0606390900298125	-0.634998811104992	-0.603102873220548
"RL5_YEAST"	"Yeast"	-0.24129914710682	0.951014436670216	2.34669722267478	-0.218440272065522	-0.0439504106177376	0.401004752064548	0.944862557530625	-1.0437959741204	0.077542182899963	0.442542743631039	0.441456488054267
"TPIS_HUMAN"	"Human"	0.18019630746527	0.101323997626646	0.469979211271818	1.57516470652153	1.4433698068561	1.41755770217049	1.60270984060742	NA	NA	NA	NA
"XPOT_HUMAN"	"Human"	-2.09930189735346	NA	NA	0.017563235427086	-0.040788622468513	0.66468838249133	0.987700358219148	-0.0364936782737778	0.27604925021938	-0.738486773683154	-1.90436587601889
"RT29_HUMAN"	"Human"	NA	NA	NA	-0.262442119420103	-0.594839896851771	0.194970800462498	-0.0365026277232975	0.951093499052433	0.0617026362202155	0.705855972322189	0.817979203869537
"BRK1_HUMAN"	"Human"	-0.294223157419743	-0.306651611613833	NA	NA	NA	NA	NA	NA	NA	NA	NA
"NUP35_HUMAN"	"Human"	NA	NA	NA	NA	NA	0.211301087901399	0.0592828688281792	NA	NA	-0.239901228658919	-1.15305800816389
"LETM1_HUMAN"	"Human"	NA	-1.60914095513639	NA	0.224476402646572	0.0378943944818343	-0.644708720226321	0.689864049223276	-0.00614789524664572	-0.67652426774892	0.202584402361066	1.97027236533476
"LSP1_YEAST"	"Yeast"	NA	2.07945281596427	1.97016190687206	-0.972520332405795	0.0625687662380663	-0.497509071218478	0.12775726805035	0.288557733962708	NA	0.185073208908788	0.648703317985807
"NUCL_HUMAN"	"Human"	-2.81231959468131	-2.80489993080024	-3.04371674431335	0.140592387180464	0.577637853938155	0.250931349020381	-0.109644698333138	-0.040230929605501	-0.0464425027454023	0.295487212179976	0.036217695294031
"AFG32_HUMAN"	"Human"	-0.472895394418958	NA	-0.733545437437085	-0.09117291275335	0.22731015865512	0.271180572570234	-0.0689348298549977	-0.0019013585561875	0.270056250197754	-0.00683244734286526	0.00485916250655113
"SNX6_HUMAN"	"Human"	-0.96566946534126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"PFKA1_YEAST"	"Yeast"	0.428832323529778	1.50647261649212	2.41021482496035	-2.02090827558287	-0.280156947633691	0.208071847890588	0.184778140885468	-0.802663306602563	0.160694188659298	0.406698383157007	0.236426378737212
"NDUB1_HUMAN"	"Human"	-0.52833371050307	-0.201937987770324	0.0884810636353741	1.25397926914517	NA	-0.600100214241803	-0.0808427555234796	NA	NA	NA	NA
"IDH3A_HUMAN"	"Human"	0.126951091804267	-0.351825656408912	-0.585878293172166	-0.758787965217437	-1.09251020045736	-0.47979947746165	-0.295339163398072	0.282331052615718	-0.448584826495801	0.283348992460619	0.950116003789716
"ANR17_HUMAN"	"Human"	NA	NA	NA	-1.20102883423785	0.451960819299979	-0.626421552082356	-0.0875353110658959	NA	NA	-0.428240871887014	NA
"HSC82_YEAST"	"Yeast"	1.00516820361886	2.11835426058709	2.56152642319901	-1.32901386587462	-0.109993095217731	-0.103899585024376	0.406985039342983	-0.413846396721025	0.10508794237644	0.284307989152216	0.619417405972241
"NDUA4_HUMAN"	"Human"	-0.411169315455703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"ACADV_HUMAN"	"Human"	0.230157954566734	NA	0.366451273949616	0.55762054555389	0.0476925680617347	-0.314108525510437	0.220308797051717	-0.636967146161626	0.177291214768419	-0.344159637457974	0.295240864187282
"LONM_HUMAN"	"Human"	0.401741317108184	0.405552419531872	0.0402927631233505	0.601215431881962	-0.0178780782349215	-1.63565891764085	-0.734421454865546	-0.0601118093982747	-0.363355053262068	0.47775384553891	-0.10718050213994
"SSRP1_HUMAN"	"Human"	0.533071918104213	1.65965503083283	-0.500944471440927	0.199985883728671	0.535557966220333	0.0833678642837767	0.189234990664286	0.0362900024574309	-0.137349636927018	-0.171319707019717	-0.142204251267517
"EF1G2_YEAST"	"Yeast"	NA	0.0888496552435418	0.779239085708314	NA	1.16730067058339	1.01810946420065	0.643062059117345	0.952155502633841	0.165342221279137	-1.13952318996346	0.183569712651061
"CIA2A_HUMAN"	"Human"	NA	NA	NA	0.341502606578963	0.440734219895916	0.144208425858853	-0.440263478555545	-1.51676263988016	NA	0.175226725441983	0.0339679801359039
"CBS_HUMAN"	"Human"	0.749227547427685	0.745809023398195	1.24807393538072	-0.0191544561208075	0.0999512481081882	-0.226107925011756	0.227940126370273	-0.12835639599662	0.0216143603351098	-0.356703997168478	-0.505785464256507
"SMRD2_HUMAN"	"Human"	0.647466549556874	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.595585489353315
"PDXK_HUMAN"	"Human"	-0.173718297477757	0.318178776567746	NA	0.35774333001909	-0.417925784376165	-1.0584554672071	0.552484211553376	-0.376167897657217	-0.740823512366858	-0.709483322796834	1.84606567112273
"CD2AP_HUMAN"	"Human"	-1.27294981082305	0.765333222625099	NA	-0.159115563153724	0.311488071302326	-0.0141295071066662	-1.04571308872149	NA	0.606615258751822	0.681539735196588	NA
"PRS4_HUMAN"	"Human"	0.846599574996625	-0.514336516105632	0.102607631814898	NA	NA	-2.01540104666396	0.942073189045957	NA	NA	-1.48806523480876	NA
"PPIL2_HUMAN"	"Human"	0.749785926432364	NA	-0.26570401860441	0.160272827316449	0.682010341152254	0.454434473605281	-0.210311969841497	0.0614456293041952	-0.0515705352587443	-0.230295616604483	-0.326832971612867
"RS28_HUMAN"	"Human"	-1.18266779995653	-2.14588523585808	-1.66568918517303	-0.412898384582124	-0.602276248399878	-0.496250415564301	-0.246935937641837	0.545374967749133	0.442048609702945	0.546847249843981	0.550929842773341
"PCNA_HUMAN"	"Human"	0.292533132845812	0.488085868337651	0.594320036427973	-0.119091066823035	-0.0491216361671961	0.136149111445778	-0.0339225694327201	-0.191405867620932	-0.809013069616969	-0.555456503729015	-0.298751649894926
"ZPR1_HUMAN"	"Human"	NA	NA	NA	1.19927800075309	0.137522424397458	-0.308852687523175	-0.138835050102258	NA	-2.17028259247415	-0.153408235645752	-0.292569929820584
"GANAB_HUMAN"	"Human"	-0.907341833737399	-0.255762190455138	0.31480304029708	-0.12097569636872	0.186225864463801	-0.00692433015012373	0.0202753323497866	-0.145827430258222	-0.110797598355861	-0.0414080636651503	-0.164072396117491
"ORN_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	0.861301910945115	NA	NA	0.44341854174125	-0.562931103638956
"CPNE3_HUMAN"	"Human"	NA	NA	NA	0.764045604017244	0.217084411937213	0.695757054840996	0.360381029210266	0.224307362877067	0.0863662919700315	0.226736097933726	-0.142154061080116
"CDC45_HUMAN"	"Human"	NA	NA	NA	-0.32537440995248	-0.11634088341502	NA	-0.646092232887212	-0.372246079914755	0.299800930289787	-0.0915373388693247	-0.430023967899777
"PDLI7_HUMAN"	"Human"	0.60806815530139	1.06333843592347	0.757188268161503	-0.51455579019507	0.372606995289028	0.576994672591805	0.0410442920996456	0.0541234008518374	-0.238544529912138	-0.124830111343378	-1.54205907553612
"GAL3A_HUMAN;GAL3B_HUMAN"	"Human"	-2.00429734638502	-2.18833568957515	NA	0.0351044513033812	NA	-0.515417007877132	0.862600753128945	0.784062630481285	NA	-0.392533226577841	NA
"GMFB_HUMAN"	"Human"	NA	NA	NA	NA	0.248919879481197	NA	NA	NA	NA	NA	NA
"CDC5L_HUMAN"	"Human"	2.31249139286235	2.27853456877423	1.39240615693748	0.418071861612395	-0.571686370009349	-0.435177841612663	0.239664532075717	0.199510836605556	0.522320339156094	0.11718175522823	0.196029600730439
"AASD1_HUMAN"	"Human"	NA	NA	NA	0.96399096349707	-0.0692707321926847	-5.492187138782	NA	1.54104511173372	0.822361946436555	1.21773297514166	-1.0084407742025
"ACTB_HUMAN;ACTG_HUMAN"	"Human"	-0.44651590832277	-0.276696574223533	-1.43414233010963	0.177135093809339	0.0426792908907709	0.347581475083035	0.368695348944284	0.233254804779394	-0.358513597260881	-0.0476762328815152	0.377214116973363
"SMD2_HUMAN"	"Human"	1.34713176195946	1.91164655101627	1.05209350513892	-0.587574047074114	0.370970995671122	-1.27098696532157	-0.857911126227525	-0.307943679084971	-0.119715203352879	0.233363531011527	0.386029953865974
"DDX21_HUMAN"	"Human"	0.933025121404558	0.873867982767758	0.499083033736421	-0.220865818156876	0.0365177637770233	-0.22491041058908	0.111561024559973	0.115935846622363	-0.419963533546888	-0.413279644578487	-0.0284307830815599
"CPSF6_HUMAN"	"Human"	-0.832869471229595	-1.08704134237739	NA	-1.88394393670861	1.32121154573167	-0.115767317872788	0.364370829907119	0.475079580139214	0.686451675931518	0.00151029432313515	NA
"NUP98_HUMAN"	"Human"	NA	NA	NA	-0.186259383149396	1.00240844268441	0.0820075442828312	0.230712434862281	-0.240896423042604	-0.245267700663421	0.473627979912246	-0.0567374659136942
"FSCN1_HUMAN"	"Human"	0.261054084904975	0.145269335847862	-0.495369874600081	-0.143936078907487	-0.282460882054767	0.0570517484855153	0.083202843031097	-0.0977734494637639	-0.34587847841189	-0.299852346310609	0.0299893247556083
"DNM1L_HUMAN"	"Human"	0.0488702471481153	-1.4943955872024	-0.507878696904916	0.467879806126389	1.24533900024011	0.931358071152328	0.686834831776173	1.25413840175468	0.569523785598419	0.212054775573	-0.405374443033761
"NOC2L_HUMAN"	"Human"	-0.439512453207458	-0.159289471872507	NA	-1.54899235951763	0.154714976163266	0.163091031450207	NA	NA	NA	NA	0.423625636702275
"BRX1_HUMAN"	"Human"	-1.30610485199596	NA	NA	-0.135465250222753	-1.30264207330425	NA	-0.080697062430666	NA	0.439675202861545	0.120714230296514	NA
"EIF3H_HUMAN"	"Human"	-1.05650760249301	NA	-1.51582041016036	-0.179637489403255	-0.13686243318235	-0.364541748556336	-0.515642415510122	0.0133324644498533	0.869510934208473	0.679700831793799	0.639876667733271
"LRBA_HUMAN"	"Human"	1.12570741488098	0.75420978236684	NA	1.09029155682709	NA	-0.162085119467553	-0.978685306092713	-0.960405530550609	0.164116001886704	-0.902949697043665	0.172570523472135
"RRP12_HUMAN"	"Human"	-0.237460311541794	-0.0813264189865681	-0.596649392160693	0.129654932661925	-0.176956206050568	-0.61003351646862	0.158729599008955	-0.313789654016332	-0.724929840022158	-0.486603172619051	-0.166961424600375
"UBE2O_HUMAN"	"Human"	NA	NA	NA	0.158730941019114	0.20310469969526	-0.129480047624087	-0.0803254866497041	-0.728199451388763	1.1895288681059	NA	-0.427228998506446
"TOP1_HUMAN"	"Human"	-2.0828911712139	-1.44873143660725	NA	NA	NA	0.228179392116575	0.557376383895662	-0.258185083793639	-0.0273061089107371	-0.124761036778205	-0.349787707132486
"S2513_HUMAN"	"Human"	0.270377869508503	-0.827322042223651	0.989811237209996	0.395198831149393	-0.306741571339293	0.39489217535916	-0.432981525172305	0.805801235986286	0.48020406346846	0.189396817049391	-0.15133305623431
"FA98B_HUMAN"	"Human"	-0.228363372320104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"TBL1R_HUMAN"	"Human"	NA	NA	NA	NA	NA	NA	NA	0.951776428822659	-0.236415173853453	0.389032877734388	NA
"PRDX1_HUMAN"	"Human"	-0.19521746183001	-0.183127751443803	0.151313472618914	0.00366099463137304	-0.00541469334440275	0.184860116606431	0.244750092347718	-0.0946643639021808	-0.255120755068799	-0.414432188817164	-0.370791781646254
"SLK_HUMAN"	"Human"	NA	NA	NA	0.407355637366697	-0.585375010885015	0.197590111585837	-0.33028202388872	NA	NA	NA	NA
"DHCR7_HUMAN"	"Human"	NA	NA	NA	NA	0.159940303728087	0.300816069881866	-0.194046464212259	NA	NA	NA	NA
"COR1B_HUMAN"	"Human"	NA	0.306406994488186	NA	0.124713787385362	-0.217387513936566	0.0480144672139928	-0.0750435310108564	0.29635290518363	0.194987309250739	0.583432765151673	0.269396730602156
"EF2_YEAST"	"Yeast"	-1.15973056279158	-0.535216403809586	0.610929798992629	-1.01222027550567	-0.120067431260913	0.23623067682987	0.693747854628733	-0.932274258818856	0.00566771537246635	0.234977426604088	0.710502415797139
"EXOS9_HUMAN"	"Human"	0.382732815763129	0.625290785982818	NA	NA	NA	NA	NA	NA	NA	0.949213809440472	NA
"UB2V1_HUMAN"	"Human"	-0.543074875589552	-0.631012588995228	-0.262340878849328	-0.362742777391161	-0.0412502916765056	0.0577202645461157	-0.0697894463732677	0.265697417697406	0.272009135494744	0.141666292780969	-0.467981507787064
"SSRD_HUMAN"	"Human"	-0.093259184360335	0.568067604983465	-0.0935769671647336	NA	NA	NA	NA	NA	NA	0.162957689735352	NA
"PRS10_HUMAN"	"Human"	0.00225462019770684	-0.113733864057722	0.516239240877532	-0.0764264374546195	0.00403044158667323	0.10671752115454	0.335364680594555	-0.354471677785233	-0.041155415525896	-0.184652558127904	0.296031735430328
"IF4H_HUMAN"	"Human"	-0.488182446582514	NA	NA	0.555814405458503	-0.0792418804366926	0.216307396590618	0.478080213260954	-0.379480023160675	-0.0842167061480092	-0.580525365112868	-0.351513285249936
"SCAF4_HUMAN"	"Human"	-0.948972743980711	0.687008250765268	0.635471113230093	NA	NA	NA	NA	NA	NA	NA	NA
"CIP4_HUMAN"	"Human"	NA	NA	NA	NA	0.516694757100067	NA	NA	NA	NA	1.10527207775408	NA
"SYAC_HUMAN"	"Human"	1.29588580121434	0.538576110237758	1.61639367447459	-0.124332642625904	-0.255972923822956	0.0797252422773762	0.212448958583991	0.482359440610323	-0.330199434619638	-0.397637283615046	-0.0743960198876398
"AP3B1_HUMAN"	"Human"	NA	1.4733425968238	NA	0.9078000136819	0.658708160173208	0.169365821886113	-0.0629967953873387	-0.723241970220533	1.48343947702497	-0.975696693202563	0.415794542919079
"TGM2_HUMAN"	"Human"	0.0760478402393274	0.0871309142994993	0.258426603550078	0.58334679508264	-1.24647816892659	-0.862648252032515	-1.30439820337542	NA	NA	NA	NA
"NUP37_HUMAN"	"Human"	0.334345431172928	NA	NA	-0.906308114168797	NA	NA	0.425248179021059	NA	NA	-0.0357774681273544	NA
"PDIA6_HUMAN"	"Human"	1.2621198691373	1.49223101217384	1.61116246809555	-0.574521338293277	-0.922228947236511	0.452002348012866	-0.889670120492392	0.0808627888258433	0.692217998841614	-0.0845636448502457	-2.92317096805779
"TERA_HUMAN"	"Human"	0.285895258143965	0.441185266098852	0.885268917109927	-0.321760839346819	-0.109535232318773	-0.308915619658516	-0.12448843711361	-0.172662612193585	0.145278666549233	0.332768936317505	0.0902783886309569
"HS105_HUMAN"	"Human"	-0.871632763300381	0.931695327706876	0.295070556283542	-0.28085791001533	0.150461596043215	-0.413510325751763	-0.346222570499391	-0.295606550150761	-0.406200573214232	-0.131175061396986	0.223614828886667
"NUP85_HUMAN"	"Human"	1.04948487596858	0.23827436572707	NA	0.0983695135758234	-0.66690164910698	NA	0.129167448942967	-0.844635376715061	-0.368376812038544	-0.364951920340481	-0.251236746606033
"CUTA_HUMAN"	"Human"	0.0773436753856541	-0.5700308439057	NA	0.124542574245204	-0.61114853994868	0.156107082789023	NA	0.23904506915491	-0.283672602874175	NA	0.442023680800473
"PAAF1_HUMAN"	"Human"	NA	1.79148027701755	NA	0.46149455729109	NA	-0.0988653692338359	0.488045681114886	0.218377348370826	-8.51006049818668	-0.415398199548355	0.400563027239123
"SNR40_HUMAN"	"Human"	0.415423251426703	0.106882979817885	0.466742257238636	-0.148206994024014	-0.0617492557451691	-0.618024875295966	-0.724088375171083	0.348512453262294	0.354812460844435	-0.58740025166661	-0.169004092328236
"SRS11_HUMAN"	"Human"	0.105922134715365	-0.37971867700511	-0.170561379442603	NA	NA	NA	NA	NA	NA	NA	NA
"EF1A_YEAST"	"Yeast"	-0.116562989069799	0.792437088574475	0.889697630624766	NA	NA	NA	NA	-1.39369409718992	-0.0266732666939406	0.667849787474976	0.970340722961403
"NU155_HUMAN"	"Human"	-0.149522505211391	-0.083162882534033	-0.325894705153107	0.243383766087025	0.00823597623866543	-0.276749379308465	-0.108241583905362	0.24005319716404	0.485106907592796	0.450404432186039	0.417618783752916
"YRDC_HUMAN"	"Human"	0.180773607542965	NA	0.116022774234888	-0.694688039660615	NA	0.0654318038994934	-0.987968400106301	NA	NA	NA	NA
"ARC1B_HUMAN"	"Human"	-0.295520335107466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"IDHP_HUMAN"	"Human"	0.426073784168692	0.110706909778602	0.282371020528969	-0.08220083152302	-0.118078924494165	-0.0971791758865848	-0.19466235567644	-0.8224519364112	0.124278339492147	-0.336201696463064	0.807611847914167
"DDX17_HUMAN"	"Human"	-0.288114085212823	0.280932987135751	-0.776199663228825	0.0700279390612374	-0.522911938240567	-0.102703889119081	-0.123523342145034	-0.930458236106967	-0.590572671647567	-0.212654986133837	-0.0191361410000188
"EIF3F_HUMAN"	"Human"	0.777536243068008	1.11174143310349	0.582271130796297	-0.27522263015912	-0.670417110780098	-0.243288369992988	-0.255630850350141	0.189947886359056	0.177490698790476	-0.221054377675129	-0.156588719367257
"QOR_HUMAN"	"Human"	0.142023998620484	0.0618300996113368	0.761934037539332	-0.533781563885358	-0.766016170192223	-0.0567496803256067	-0.428492762128746	NA	0.360400213835794	0.128062950913749	-0.746036478818291
"VTA1_HUMAN"	"Human"	NA	-1.31132792210289	NA	NA	NA	-0.781339139263747	-1.08813587448854	NA	NA	NA	NA
"CHD4_HUMAN"	"Human"	-0.510472733308238	-0.308013990514881	-0.355909843111733	-0.916713947508073	0.171795515026575	-0.323734976882008	-0.0389041871707806	0.662913927929179	-0.484078663539627	0.733852882266195	-0.409172083484543
"Z324A_HUMAN;Z324B_HUMAN"	"Human"	-0.0808943816984175	0.339337038528869	NA	NA	NA	NA	NA	NA	NA	NA	NA
"RB27A_HUMAN"	"Human"	NA	NA	NA	-0.0939055105659962	-0.274586107418832	NA	0.303702312234158	0.349699712546921	NA	-0.805988878670509	NA
